year,month,date,district,period,location,count,caseNo,content,source
114,1,114/01/12,淡水區,夜間,淡水區 淡水區濱海路三段及新市二路,1,H250112-2008,淡水區濱海路三段及新市二路，經常於凌晨03:00左右有改裝車輛出沒並故意製造聲響擾寧，請相關單位加強取締。,1999市政信箱
114,1,114/01/13,三重區,夜間,三重區 我住在三重區神農街 / 每日均有改裝排氣管的機車或是跑車在興德路及疏洪西路,1,J250113-4211,我住在三重區神農街，長久以來在夜間（23:00以後）每日均有改裝排氣管的機車或是跑車在興德路及疏洪西路飆車或是故意製造巨大的引擎噪音，所以希望市府能在興德路跟疏洪西路設置聲音照相機，以便能遏制擾人的噪音問題，謝謝。,1999市政信箱
114,1,114/01/13,永和區,夜間,永和區 環河西路二段和永平路段周圍道路 / 環河西路二段,1,J250113-4032,永和區 環河西路二段和永平路段周圍道路 環河西路二段，永平路，永和橫移門這路段，晚上到深夜，改排氣管車還是一樣多一樣吵，飆車吵死，毫無改善，依然強烈建議裝超速相機，也請相關單位強烈取締開罰,1999市政信箱
114,1,114/01/14,淡水區,未註明,淡水區 民眾反映從淡金路二段 / 該路段,1,H250114-2238,民眾反映從淡金路二段到石門一帶，該路段時常有重機來回飆車產生噪音擾鄰影響附近住家安寧，請單位針對該處加強攔檢，以改善飆車亂象。,1999市政信箱
114,1,114/01/15,新莊區,夜間,新莊區 新北市新莊區民安西路70號與民本街 / 然後急加速的炸街,1,J250115-4405,"每天晚上大約10~12點左右都會有改裝排氣管的汽車 機車在這紅綠燈口(新北市新莊區民安西路70號與民本街的紅綠燈口)然後急加速的炸街,晚上都會被這聲音驚醒,這條往新往樹的的方向再過去就有警察局 學校 ,但是明明已經聽得出來都開過警察局了,但是還沒有收斂,望市府信箱能夠協助解決這些深夜的改裝管的車輛晚上炸街的困擾",1999市政信箱
114,1,114/01/15,瑞芳區,未註明,瑞芳區 瑞芳區大埔路,1,H250115-2053,瑞芳區大埔路39號，長期不定時會有一輛疑改裝過的汽車(車牌:KPD-1121)停放前方，其倒車聲響很大，已造影響附近住戶，請單位查處及要求改善。,1999市政信箱
114,1,114/01/16,林口區,夜間,林口區 林口區中華路沿路往文化一路一段 / 文化二路二段,1,H250116-2245,林口區中華路沿路往文化一路一段、文化二路二段、中山路、文化北路二段方向，上述路段經常於深夜00點至凌晨4點間，會有改裝車排氣管噪音擾鄰，尤其是假日晚間更為嚴重，影響附近住戶生活品質，請單位加強取締。,1999市政信箱
114,1,114/01/17,三重區,夜間,三重區 該路 / 希望能在該路,1,J250117-4419,該路口為新北環快閘道口、夜裡經常有噪音車輛呼嘯而過影響安寧、希望能在該路口增設聲音拍照執法、杜絕噪音車輛、讓居民在夜裡能有寧靜睡眠品質。,1999市政信箱
114,1,114/01/17,泰山區,夜間,泰山區 反應之路段,1,J250117-4037,"反應之路段於1/17 凌晨2點至4點間有大批改裝機車疑似飆車產生噪音擾民, 通報警方林口分局及泰山分駐所皆毫無做為,任由這些飆車族製造噪音影響附近住戶休息,這已經發生許多次,請新北市政府及泰山區區長重視這個問題並改善,謝謝",1999市政信箱
114,1,114/01/17,土城區,未註明,土城區 土城區中華路二段,1,H250117-2003,土城區中華路二段(雙向)，該處經常有改裝車飆車排氣管噪音，故請單位於00:00到06:00加強巡邏取締。,1999市政信箱
114,1,114/01/18,中和區,夜間,中和區 中和區景安路和南山路交叉路 / 興南路二段,1,H250118-2230,中和區景安路和南山路交叉路口、興南路二段、復興路，上述三路段長期於晚間22點至隔天凌晨1點，會有改裝車行經產生噪音擾民，請相關單位加強稽查處理並追蹤最少一星期,1999市政信箱
114,1,114/01/18,淡水區,夜間,淡水區 淡水區新市二路,1,H250118-2012,淡水區新市二路100號，該址一帶經常於凌晨0時到3時有改裝車來回致噪音擾鄰問題，故請單位設置聲音照相科技執法以利改善。,1999市政信箱
114,1,114/01/19,中和區,夜間,中和區 晚上都很喜歡在這條馬路 / 這段路因為是大直線,1,J250119-4300,已經多次檢舉過相關噪音問題了，但沒有看到任何相關措施，我們一家人依然每天受改管噪音所苦，不管汽機車，晚上都很喜歡在這條馬路飆車，想請市長幫忙，拜託您了，我們一家都有些微憂鬱症傾向了。 這段路因為是大直線，以至於晚上有非常多不良分子以及流氓聚集於全家中和莒城門市，並且酗酒、鬥毆，影響到這裡的住戶，而且還會故意催油門試圖挑釁路人並嚴重影響睡眠，也造成心理疾病，這條路旁就是警察局以及消防局，但不知道為甚麼永遠都沒有作為，想請市長幫忙設置噪音計以及測速照相，並請警消同仁幫忙管理安寧，感謝。,1999市政信箱
114,1,114/01/19,淡水區,未註明,淡水區 淡海路 / 沙崙路,1,J250119-4281,明明2025交通法新規，1月1日起就正式實施。 淡水區依舊滿地的非法改裝噪音排氣管，拔消音塞的噪音機車無人管。 就從警察面前飆過去都不管！ 以前還能說交通法沒放權，現在法條也可以直接攔查，治安系統依舊停擺！ 淡水區，淡海路 沙崙路 新市一路 英專路 滿地的非法改裝機車天天擾民，無警管！ 沙崙路180巷一條巷子就充滿了6台非法改裝噪音車！ 難怪淡水一直都號稱無政府的地區。,1999市政信箱
114,1,114/01/19,三重區,未註明,三重區 三重區光興街 / 文化南路,1,H250119-2148,三重區光興街、文化南路、光興國小周邊，每天晚間約20:00至隔日01:00、02:00都會有諸多改裝車行經，產生之噪音嚴重影響住戶，因每次都是突發性出現，故推測是從附近光興國小地下停車場駛出的車輛；曾向警政單位反映過前述問題，單位僅表示已嚴格盤查取締，對此感到辦案態度較消極，亦曾多次透過1999反映此問題，但狀況未獲改善，故請單位針對此問題研擬如何改善。,1999市政信箱
114,1,114/01/20,深坑區,全天,深坑區 深坑區埔新街61巷 / 且常有車輛違停斑馬線,1,H250120-2216,深坑區埔新街61巷口的「7-11超商」和「全家超商」前，每天整天常有違規改裝車經過，且常有車輛違停斑馬線，建議單位設置科技執法。,1999市政信箱
114,1,114/01/21,三重區,未註明,三重區 三重分局跟環保局也回覆了，但是那個回覆就是沒有解決方案，,1,J250121-4343,三重分局跟環保局也回覆了，但是那個回覆就是沒有解決方案，只是官樣文章交代。這樣的回覆對我們的遇到的問題有何幫助呢？,1999市政信箱
114,1,114/01/21,汐止區,夜間,汐止區 汐止區樟樹二路沿線,1,H250121-2004,汐止區樟樹二路沿線雖有設置聲音照相機，但經常於凌晨01:00及02:00左右仍有改裝排氣管汽、機車噪音擾鄰，故請單位查修聲音照相機設備是否異常，並設置攔檢站加強稽查。,1999市政信箱
114,1,114/01/22,永和區,夜間,永和區 永和區環河東路一段與竹林路75巷 / 竹林路39巷,1,J250122-4419,永和區 永和區環河東路一段與竹林路75巷33弄、竹林路39巷、博愛街交叉口 如題，此三個路口原先沒有設置行車管制號誌(紅綠燈)，前陣子忽然增設紅綠燈，剛開始設置時本來深夜時段會轉為閃光黃/紅燈，近期卻轉變為紅綠燈形式，且三個路口號誌不連貫，第一個路口綠燈，後面一個路口馬上變紅燈。 若為尖峰時段車流量大，需保障轉彎車輛安全，此理由尚可採信，但凌晨十二點、一點、兩點，路上車輛屈指可數，根本沒有設置紅綠燈之必要。 此舉不僅製造噪音(車輛停等引擎怠速聲)影響周遭居民睡眠，車輛連續停等多個紅燈，不僅移動效率不佳，多製造廢氣導致空氣汙染，影響環境也影響用路人本身。 相關單位可親臨現場視察，就可知本人所言不假，並請協助調整及改善。,1999市政信箱
114,1,114/01/23,三重區,夜間,三重區 集賢路 / 因臨近重陽大橋,1,J250123-4384,三重區 集賢路71號 因臨近重陽大橋，每當晚上休息時間經常有改裝車輛發出很大的噪音，建議增設噪音取締的裝置,1999市政信箱
114,1,114/01/23,新店區,未註明,新店區 新店區光明街,1,H250123-2205,新店區光明街181號，該址長期00:00過後，會有機車或重機鳴按喇叭、或改裝車行駛噪音擾鄰，建議單位於00:00之後加強巡邏取締或設置科技執法站點。,1999市政信箱
114,1,114/01/23,永和區,下午,永和區 關於新北市永和區保順路與保順路37巷路段 / 本人非常希望保順路37巷口處及保順路路段能夠有個舉發噪音的儀器裝設在保順路段及37巷,1,J250123-4014,新北市政府您好，市民有以下陳情想反映給相關單位，關於新北市永和區保順路與保順路37巷路段住宅大樓林立，每次下班之後返回住所居家休息的美好住宅區域自從2021年起，長期受到很多改裝車輛產生的噪音之困擾，多年來忍受的很痛苦，本人非常希望保順路37巷口處及保順路路段能夠有個舉發噪音的儀器裝設在保順路段及37巷口處，可以的話期盼新北市政府相關單位能夠評估及協助申請在新北市永和區保順路37巷口處及保順路路段安裝噪音偵測科技執法照相，以維護社區住宅居家環境的安寧，謝謝您。,1999市政信箱
114,1,114/01/24,板橋區,夜間,板橋區 板橋 / 中山路往光復橋,1,J250124-4011,板橋區 中山路往光復橋方向 噪音車越來越多，每日即使過晚上10點至甚至凌晨2點仍然呼嘯不斷,1999市政信箱
114,1,114/01/25,林口區,未註明,林口區 有關林口區中華路沿路往文化一路一段 / 文化二路二段,1,H250125-2009,民眾曾反映案件:H250116-2245，有關林口區中華路沿路往文化一路一段、文化二路二段、中山路、文化北路二段方向，經常有改裝車排氣管噪音擾鄰一案，因目前仍未改善，故請單位加強稽查。,1999市政信箱
114,1,114/01/26,林口區,夜間,林口區 近日只要假日的凌晨就會有一群飆車族在林口飆車騎著改裝摩托,1,J250126-4021,近日只要假日的凌晨就會有一群飆車族在林口飆車騎著改裝摩托車排氣管哄哄巨響 在我們林口寧靜的夜晚傳來嚴重的吵雜聲 已經嚴重影響睡眠 可以麻煩市府相關單位好好處理嗎 還給我們一個良好的居住環境,1999市政信箱
114,1,114/01/28,林口區,未註明,林口區 林口區中山路和文化二路二段 / 違法將排氣管改裝炸街,1,H250128-2091,林口區中山路和文化二路二段交叉口，1/28 14:39有輛汽車(車號：不詳)違法將排氣管改裝炸街管，請權責單位根據路口監視畫面進行稽查，並通知車主到場檢驗。,1999市政信箱
114,1,114/01/28,淡水區,夜間,淡水區 淡水區自強路80巷,1,H250128-2011,淡水區自強路80巷46號，於1/28凌晨03:00有機車改裝排氣管飆車及刻意催油門，衍生噪音擾鄰，請單位調閱附近監視器查處並加強稽查。,1999市政信箱
114,1,114/01/31,永和區,夜間,永和區 永和區得和路和成功路二段,1,H250131-2004,永和區得和路和成功路二段口，於凌晨01:00至02:00期間經常有改裝排氣管飆車噪音，請單位設攔檢站加強稽查。,1999市政信箱
114,2,114/02/01,新莊區,夜間,新莊區 中平路 / 中平路270巷,1,J250201-4144,新莊區 中平路 近數個月內，中平路270巷附近在夜間常有改裝排氣管的汽車「反覆來回」行駛，其音量明顯高於法定分貝數的噪音，已造成附近居民困擾，希望可以加強本區噪音管制(如噪音照相或環保局排氣噪音臨檢站),1999市政信箱
114,2,114/02/01,林口區,夜間,林口區 林口區麗園一街6巷 / 林口區全區各里巷弄街,1,H250201-2051,1.建議林口區「林口分局」針對反詐騙及反竊盜加強宣導。 2.林口區麗園一街6巷7號16樓之1住戶王老先生、4樓住戶郭先生、11樓之2住戶廖先生，上述住戶經常對其他住戶性騷擾及語言暴力，認為上述住戶心理健康出問題，請衛生局派員輔導。 3.林口區麗園一街6巷8號7樓之4住戶蔡先生，經常電話騷擾住戶，對住戶使用暴力，認為其心理健康有問題，請衛生局派員輔導。 4.林口區麗園一街6巷1號至9號(新麗園社區)，該社區9棟大樓為30年以上老舊建物，地震多在夜間發生，很多人會在睡前關手機，當地震在睡覺時發生，恐因此未接獲地震災害提醒而錯失逃生先機，故請政府單位於各里、各社區帶頭做地震夜間演練，讓里民、住戶都有地震逃生的基本概念。 5.林口區有許多5層樓以上30年以上老舊建物，建物結構已不夠安全，欲瞭解如何做整建維護，請政府相關單位提供整建維護資訊給林口區各公寓大廈參考。 6.林口區全區各里巷弄街道經常有改裝車噪音，建議設置噪音分貝檢測設備，以及有很多流浪犬致環境髒亂，請加強捕捉流浪犬，及加強維護環境。 (民眾要求姓名及聯絡資料保密、陳報市長室、陳報警察局局長),1999市政信箱
114,2,114/02/02,板橋區,夜間,板橋區 板橋 / 自從搬到板橋,1,J250202-4004,板橋區 府中、湳雅夜市一帶 半夜1點至5點不等，偶爾會因車輛噪音吵醒，影響睡眠，感覺像有改過車的，一週約2～3次。自從搬到板橋後一直有這個問題，希望可以在附近增設噪音相機或加強取締。,1999市政信箱
114,2,114/02/03,土城區,夜間,土城區 土城區延吉街217巷,1,H250203-2007,土城區延吉街217巷11弄內，該址長期於凌晨2點有改裝車輛高速行經、導致噪音擾鄰，民眾曾向員警反映，但都未有改善，故請單位加強取締。,1999市政信箱
114,2,114/02/05,三重區,下午,三重區 中興北街175巷 / 已經不斷發生好幾次把街,1,J250205-4237,三重區 中興北街175巷 名謄汽車改裝車試車噪音污染 今天2/5號下午13:11分-13:20分重複試車改裝試車造成噪音 已經不斷發生好幾次把街道當做試車賽車場不斷反覆飆速 之前已經發生很多次、不斷重複發生,1999市政信箱
114,2,114/02/06,淡水區,未註明,淡水區 淡水區中山北路一段247巷 / 中山北路一段207巷,1,H250206-2245,1.淡水區中山北路一段247巷、中山北路一段207巷，上述地點道路狹窄、又經常車輛停放於路邊，造成行人需行走在馬路上與車爭道、導致行人安全堪慮，故建議單位前往會勘劃設紅線。 2.淡水區新興街121巷周邊，經常有改裝排氣管的機車噪音，請單位裝設聲音照相儀器加強取締。,1999市政信箱
114,2,114/02/06,中和區,未註明,中和區 中和區連城路 / 新生街及新興街,1,H250206-2239,中和區連城路、新生街及新興街，上述路段於晚間22點過經常有改裝汽機車行經，其排氣管聲響已影響附近住戶安寧，請單位查處。,1999市政信箱
114,2,114/02/06,中和區,夜間,中和區 新北市中和區安和路一帶155號至51號路段 / 由於路段,1,J250206-4053,新北市中和區安和路一帶155號至51號路段(依蕾名店至景安活蝦之家) 由於路段直汽車 排氣管大聲之汽機車都會在此飆車深夜更是影響附近鄰居 更是有人速度夠快已有不少的危及生命的車禍發生  懇請相關政府單位協助處理 裝上測速或者噪音取締以利改善附近噪音及車禍改善 懇請先關單位裁示,1999市政信箱
114,2,114/02/06,泰山區,未註明,泰山區 泰山區中港東路 / 自中港二橋到五股區五工一路,1,H250206-2002,泰山區中港東路(自中港二橋到五股區五工一路)，上址逢週五、六、日經常有改裝排氣管車輛飆車問題，請單位研議設置科技執法以利取締。,1999市政信箱
114,2,114/02/07,新莊區,夜間,新莊區 中港一街24巷 / 小巷,1,J250207-4387,新莊區 中港一街24巷 小巷子裡汽機車躁音，路人喧嘩和放躁音，白天，晚上皆如此，請多加取締，並維護這附近的治安，謝謝您,1999市政信箱
114,2,114/02/07,板橋區,夜間,板橋區 請於縣民大道一段至65快速道路 / 出沒欲上65快速道路,1,J250207-4086,請於縣民大道一段至65快速道路前設立汽車噪音取締系統，凌晨常有噪音車（改裝排氣管車輛）出沒欲上65快速道路，影響居民睡眠。,1999市政信箱
114,2,114/02/07,五股區,上午,五股區 五股區芳洲路與芳洲二路,1,H250207-2025,五股區芳洲路與芳洲二路口，2/7清晨01:30於有改裝車輛行經，且來回連續兩趟，傳出嚴重排氣管噪音擾鄰，影響居民休憩， 此情經常發生，曾向單位建議能設置有測量噪音的科技執法，至今(2/7)未見設置，周邊亦無設置任何科技執法取締違規車輛，故請單位查處並研議設置，另民眾表示先前已有環保局人員回覆設置科技執法不是環保局所屬業務，故請單位將此案轉知權責單位設置查辦。,1999市政信箱
114,2,114/02/08,板橋區,下午,板橋區 板橋區四川路二段99巷,1,H250208-2179,板橋區四川路二段99巷2弄9號1樓，該址住戶長期不定時多於下午17點至19點，在騎樓會有多部改裝機車的排氣管試車噪音，請相關單位協助處理。,1999市政信箱
114,2,114/02/10,中和區,未註明,中和區 復興路,1,J250210-4599,中和區 復興路280 巷 改裝機車排氣管喇叭吵人，交通隊應該管管,1999市政信箱
114,2,114/02/11,泰山區,夜間,泰山區 泰山區泰林路二段,1,H250211-2008,泰山區泰林路二段、位於泰山國小附近，經常於凌晨01:00至4:00期間，會有改裝排氣管飆車噪音，請單位設置攔檢站加強稽查。,1999市政信箱
114,2,114/02/12,中和區,夜間,中和區 興南路二段 / 華新街,1,J250212-4383,中和區 興南路二段、烘爐地上下山、華新街、華新街109巷等多處路段  目前有看到在興南路二段有噪音執法系統，但聲音照相受限須滿足「前後3秒無車」、「地乾無雨」、「風速小於每秒5公尺」等條件，各縣市開罰率都落在僅2到3％之間，執法標準非常嚴格，無法有效取締，而且許多飆車炸街車已經知道那邊有噪音執法，會刻意繞道往南洋觀光美食街（華新街方向）避開噪音執法系統，在從飛陀國宅出來，前陣子甚至還有飆車族在烘爐地車聚，還有非常多都會因半夜覺得無民眾會檢舉無警察會取締 闖紅燈 紅燈右轉等等甚至是利用興南路二段直線道路超速飆車，已建議新北市政府多次，該路段除了噪音執法外，興南路二段金紙店、便利商店附近的路口可設科技執法，以及測速照相，這些地方才是最需要設的地方，而不是不該設的地方一直設，該設的地方都沒有，尤其寒暑假真的很吵，且在家聽到總不可能馬上衣服穿了衝下去錄影舉證吧，對方也騎走了，希望警察局以及環保局能考量安裝科技執法針對「闖紅燈」等等多個執法系統杜絕飆車族違規,1999市政信箱
114,2,114/02/12,新店區,未註明,新店區 新店區安祥路 / 介於106巷到110巷,1,H250212-2081,新店區安祥路（介於106巷到110巷之間，往安康路方向沿線），該區間道路長期於每日19:00至00:00之間，經常有改裝排氣管車輛行駛，其所產生的噪音影響鄰近住戶的安寧與生活作息，請權責單位於上述時段設置攔檢站，加強對改裝車輛的取締，並在道路上設置警示交通標誌或科技執法設備。,1999市政信箱
114,2,114/02/14,新莊區,未註明,新莊區 新莊區中原路與福壽街 / 於中原路,1,H250214-2201,新莊區中原路與福壽街交叉口，於中原路上兩側經常會有改裝排氣管車輛飆車問題，請單位研議於道路兩側增設科技執法以利取締。,1999市政信箱
114,2,114/02/14,泰山區,夜間,泰山區 泰山區工專路,1,H250214-2044,1.泰山區工專路56號前方，經常有改裝的汽機車於夜間行駛在此處，但因車輛行駛過快，若通報警方到場時，車輛皆已駛離，建議單位於該處設置噪音取締相機，以利嚇阻改裝車行駛。 2.承上址，該址為一家「咪嘰麻將桌遊店」，但此區域為住宅區，故欲確認該店家是否可設立於住宅區，請單位釋疑。,1999市政信箱
114,2,114/02/15,永和區,夜間,永和區 永和區仁愛路保生路,1,B250215-0006,永和區仁愛路保生路附近，晚上時常有跑車發出很大的聲響，影響住戶安寧，建議設立噪音照相設備，讓那些發出噪音的車輛繩之以法，確保社會安寧。,1999市政信箱
114,2,114/02/16,新店區,未註明,新店區 尤其祥和路,1,J250216-4256,新店安坑改裝汽機車橫行，尤其祥和路早晚車量多車速快噪音污染嚴重，相關單位毫無作為及改進方法，希望市長能重視給市民一個安靜安全的居住環境。,1999市政信箱
114,2,114/02/16,新莊區,夜間,新莊區 居家附近中港一街24巷 / 中港路,1,J250216-4200,"居家附近中港一街24巷，中港路經常有汽機車飆行，中港一街24巷是小巷子，鄰居經常製造大声響，大声喧嘩，汽機車飆行大躁音，放躁音，一直到晚上11,12點也是如此，寫信箱反應也沒用，跟派出所人員反應也沒用，麻煩確實執法取締，不要妨礙別人的休息，謝謝",1999市政信箱
114,2,114/02/16,新店區,夜間,新店區 在環河路段,1,J250216-4117,去年開始 常常有摩托車/重機 在環河路段飆車製造噪音。尤其在假日週末特別多 每週都有 除了白天之外 甚至在半夜淩晨 飆車製造噪音 。 跟警察反應也沒用 不知可否在這裏多設置違規監視器。 或是請警察多來檢查 真的一堆飆車族 重機仔,1999市政信箱
114,2,114/02/17,板橋區,夜間,板橋區 板橋區永翠路 / 香社一路,1,J250217-4266,如主旨，板橋區永翠路、香社一路、環河西路五段一帶，時常有改裝之汽車刻意拉高引擎轉速，發出極大噪音與爆裂聲響呼嘯而過，嚴重干擾居住環境安寧，夜間至清晨更甚，請環保、警察等單位加強相關取締與具體防治作為。,1999市政信箱
114,2,114/02/17,平溪區,夜間,平溪區 也對當地居民使用道路 / 好像整條静安路,1,J250217-4114,每逢假日或天氣好時，半夜及清晨5，6點後，就有眾多的改裝車或跑車逛飊，沿途發出巨大的排氣管噪音，吵得無法安寧，飊車速度都極快，也對當地居民使用道路安全，造成很大的生命危害。 好像整條静安路就像他們的競技場一樣，無視當地居民及一般甪路人的權益~,1999市政信箱
114,2,114/02/17,五股區,夜間,五股區 五股區芳洲路與芳洲二路 / 30改裝汽車於上述路段,1,H250217-2046,五股區芳洲路與芳洲二路交叉口，於2/17 00:30改裝汽車於上述路段來回行駛6次，於2/17 01:30改裝汽車於上述路段來回行駛2次，導致影響晚上睡眠，此路段已反映多次都無改善，請安裝監視器或噪音科技執法設備，此案不要轉環保局辦理，環保局表示非環保局業務無法處理，請單位查處。,1999市政信箱
114,2,114/02/17,新店區,夜間,新店區 新店區中興路三段與民權路交接路,1,J250217-4043,新店區中興路三段與民權路交接路口，每週至少有二~三次的半夜或零晨，都有改裝的汽車或機車在那邊飆車試跑，造成附近民眾半夜睡覺都被驚醒，不勘其擾。,1999市政信箱
114,2,114/02/19,淡水區,未註明,淡水區 淡水區濱海路三段148巷,1,H250219-2002,淡水區濱海路三段148巷、位於海洋科技大學後方以及對面、淡海國小與理想家社區一帶，自上週起(2/18 23:58、2/19 00:04、00:10、00:15、00:17、00:19、00:21、00:22)低空有不明忽遠忽近的聲響、與車輛飆車噪音問題，故請單位協助查明並加強取締。,1999市政信箱
114,2,114/02/21,三重區,夜間,三重區 頂崁街210巷,1,J250221-4436,三重區 頂崁街210巷28弄(博愛新村)，我是三重博愛新村的居民，二重活動中心附近半夜常有改裝汽機車行經該社區，已嚴重打擾該地區住戶之安寧，希望市府能有所作為，恢復該社區之秩序及安寧,1999市政信箱
114,2,114/02/21,土城區,夜間,土城區 中央路三段140號周邊路段 / 路段,1,J250221-4012,土城區 中央路三段140號周邊路段 夜間每日改裝車橫行 常年每日改裝車在晚上十二點後移動，造成巨大噪音，使用雙層隔音窗都無法擋住噪音，希望能參考台北市增設「噪音偵測取締」 路段： 1. 台65往土城交流道方向，經常有車輛飆車 2. 中央路三段土城交流道周邊，夜間改裝機車每日出沒,1999市政信箱
114,2,114/02/21,三重區,夜間,三重區 三重區重新路五段 / 該路段從二重派出所至化成路,1,H250220-2304,三重區重新路五段，該路段從二重派出所至化成路口、重新橋往新莊方向，長期於凌晨00:00後有改裝車輛噪音擾鄰，故請單位加強取締。,1999市政信箱
114,2,114/02/22,林口區,夜間,林口區 林口區文化二路一段與仁愛路二段,1,H250222-2011,林口區文化二路一段與仁愛路二段口，長期於凌晨01:00至3:00期間有改裝車輛噪音，故請單位加強取締。,1999市政信箱
114,2,114/02/23,板橋區,夜間,板橋區 本人居住於板橋區四川路二段117巷 / 該案當時決議將巷,1,J250223-4002,致新北市政府長官，本人居住於板橋區四川路二段117巷內，里長陳寶銓先生已於2023年6月8日與新北市環保局及林國春議員現勘「夜間機車行駛噪音影響居民睡眠」乙案，該案當時決議將巷內限速五十公里降至限速三十公里，但過了一年多沒有任何一個單位持續追蹤改善效果就算了！噪音問題反而加劇，顯然問題並沒有改善，噪音越來越大聲，甚至有更多的噪音車竄入巷內高速行駛通過，這除了噪音還對居民造成極大的危險不安全！以下提出幾點建議給新北市政府相關單位參考，還請相關單位辦理現勘研議解決辦法 1.是否於巷內增設減速帶，使車輛經過時減速 2.是否將巷內改設為單行道（也可減少汽車駛入後會車問題） 3.是否於117巷口處，往浮洲橋方向禁止左轉，（此路口綠燈時也是非常危險！綠燈時有旁邊待轉機車要左轉，同時也有巷弄車車輛要左轉，也有從南雅南路轉進來四川路的車輛，這樣很容易造成交通事故） 4.是否於巷弄內增設「區間測速」或是「噪音科技執法取締」 以上希望新北市政府重視處理，邀集相關單位辦理現勘或是使用科學儀器進行噪音觀察等，謝謝。,1999市政信箱
114,2,114/02/24,八里區,夜間,八里區 會集結在八里區中山路一段306巷 / 然後會一部一部的駛離306巷右轉中山路一段,1,J250224-4002,半夜11、12點，有時候晚上9、10點就會出現，有幾部賓士車（大部分都白色）會集結在八里區中山路一段306巷，車輛引擎聲音非常大聲，然後會一部一部的駛離306巷右轉中山路一段方向加速行駛，相信住此附近的民眾，除非是耳聾，否則每個人都一定會聽到震耳欲聾的引擎聲！ 今天跟昨天都出現，真的非常吵！請派員架設噪音監控或派員警取締。,1999市政信箱
114,2,114/02/24,三重區,未註明,三重區 三重區自強路四段 / 該址前電線,1,H250224-2167,三重區自強路四段89號，該址前電線杆上，有1個科技執法噪音檢測設備，民眾表示，因2/24 11:00，該路段正進行道路施工，原本就有噪音產生，民眾擔心此時通過之車輛，會因此施工噪音，將每輛路過之車輛皆列入噪音車，影響民眾權益，請單位釋疑。,1999市政信箱
114,2,114/02/25,淡水區,夜間,淡水區 有數輛改裝機車多次來回高速衝過北新路與北新路182巷口附近道路 / 15時敝人又在北新路182巷與北新路182巷21弄路,1,J250225-4515,2/25 凌晨02:50-03:15之間，有數輛改裝機車多次來回高速衝過北新路與北新路182巷口附近道路，發出巨大噪音擾民，而同日晚間22:15時敝人又在北新路182巷與北新路182巷21弄路口附近目擊6輛改裝機車發出巨大噪音，且速度極快來不及錄影，懇請市政府調閱沿線監視器並移送環保局及警察機關依法開罰，懲處違規車輛，避免打擾居民正常作息。,1999市政信箱
114,2,114/02/25,淡水區,未註明,淡水區 現在是114／2／25 03：00左右，有一臺噪音極大的,1,J250225-4032,現在是114／2／25 03：00左右，有一臺噪音極大的改管機車經過淡江大學附近，且經過兩次以上，把我從睡夢中吵醒，麻煩新北市政府警察局可以加強噪音污染的取締。另外，淡江大學附近的交通也是極其的糟糕，路很小條，還有汽機車總是開的很快，路邊又總是有一對車輛違停，造成行人走在淡江附近極其危險，也請新北市政府可以針對此問題做出相應措施。,1999市政信箱
114,2,114/02/26,新莊區,夜間,新莊區 自從年初莊泰路 / 由於該路,1,J250226-4097,自從年初莊泰路鋪設完成後，由於該路筆直且目前車流量較少，半夜經常會有改裝車在此處重踩油門發出巨大噪音，嚴重影響睡眠品質，又由於改裝車出沒時間不定，不太可能在半夜站定點手持手機捕捉證據，故希望於該路段加裝聲音照相之科技執法，以減輕此情況。,1999市政信箱
114,2,114/02/26,林口區,夜間,林口區 林口區林口路與文化一路二段,1,H250226-2003,林口區林口路與文化一路二段口，該址於凌晨01:43左右經常有改裝排氣管車輛呼嘯而過噪音，請單位加強稽查,1999市政信箱
114,2,114/02/27,土城區,夜間,土城區 中華路一段 / 每日夜間10點過後中華路,1,B250227-0037,土城區 新北市土城區 中華路一段177號11樓 每日夜間10點過後中華路都有噪音汽機車呼嘯而過，家中有小嬰兒，且已安裝氣密窗仍然受干擾，好像睡在路邊一樣的噪音,1999市政信箱
114,2,114/02/27,三重區,夜間,三重區 福德南路8巷 / 晚上狂飆經巷,1,J250227-4022,三重區 福德南路8巷 近月來飆車族越來越多，晚上狂飆經巷子聲響很大有夠擾人，時不時經過一台，根本讓人無法好好休息，過完年後就有越來越嚴重的趨勢，明明警察局就在不遠處，卻沒有處理，飆車族到底是不是根本無法可管，只能讓附近居民忍受這些爛人跟破噪音，實在很氣。,1999市政信箱
114,2,114/02/28,新莊區,夜間,新莊區 新莊區壽山路 / 新北大道七段,1,J250228-4270,"新莊區壽山路 新莊區""新北大道七段""跟""壽山路""交叉口的居民, 從今年初開始晚上約10點以後,常常可以聽到機車改管發出的巨大聲響,讓人不堪其擾,特別是在禮拜五或是假日晚上時段,能否請相關單位加強稽查此路段的車輛或是可以設置科技執法, 以維護居住品質,附件是位置圖, 感激不盡~~~",1999市政信箱
114,2,114/02/28,板橋區,未註明,板橋區 請加強落實取締板橋區四川路一段,1,J250228-4196,請加強落實取締板橋區四川路一段周遭噪音,1999市政信箱
114,2,114/02/28,新店區,夜間,新店區 新店區永業路,1,B250228-0006,新店區永業路從早到晚喇叭聲不斷，多的一天能有 20 多次，半夜兩點還是會有喇叭聲，無法休息,1999市政信箱
